Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
Legacy,Old,OnTheGoSystems,onthego_systems,twitter.com/,twitter.com/onthego_systems,51-200,We are the makers of WPML the famous WordPress Multilingual plugin,https://www.onthegosystems.com/,Hong Kong,HK,Eyal Kaufman,EyalKaufman,twitter.com/,twitter.com/EyalKaufman,https://www.onthegosystems.com/jobs/
Lukasz,Old,Onyo,N/A,twitter.com/,N/A,1-10,"Brazilian first national food pickup marketplace, focusing on food courts.",https://www.site.onyo.com/,,Brazil,Alexandre Dinkelman,,,,
Legacy,Old,Open Knowledge,okfn,twitter.com/,twitter.com/okfn,11-50,Projects around opening up data and knowledge ,https://okfn.org/,,,Pavel Richter,pavel,twitter.com/,twitter.com/pavel,https://okfn.org/about/jobs/
Legacy,Old,OpenCraft,opencraft,twitter.com/,twitter.com/opencraft,11-50,OpenCraft sets up an instance to allow you to host your MOOC on your own terms. ,opencraft.com,Giza,USA,Xavier Antoviaque,antoviaque,twitter.com/,twitter.com/antoviaque,
Legacy,Old,openredis,openredis,twitter.com/,twitter.com/openredis,1-10,Dependable Redis Hosting,https://openredis.com/,"Los Angeles, CA",USA,Cyril David,cyx,twitter.com/,twitter.com/cyx,
WWR,Old,Optimal,optimaldm,twitter.com/,twitter.com/optimaldm,1-10,internet marketing company based in the midwest,https://optimal-digital-marketing.workable.com/,"Appleton, WI",USA,,,,,http://optimal.marketing/
WWR,Old,Optimile NV,OptimileEU,twitter.com/,twitter.com/OptimileEU,1-10,software house that creates Mobility as a Service,https://www.optimile.eu/about-us,Ghent,Belgium,,,,,www.optimile.eu/jobs
Legacy,Old,Origin Eight ,origineight,twitter.com/,twitter.com/origineight,11-50,Origin Eight is dedicated to the artful integration of usable design & technology,https://origineight.net/,"Minneapolis, MN",USA,Seth Viebrock,sethviebrock,twitter.com/,twitter.com/sethviebrock,https://origineight.recruiterbox.com/
Legacy,Old,Outbank,outbank,twitter.com/,twitter.com/outbank,11-50,Mobile banking,https://outbankapp.com/,Dachau,Germany,Tobias Stöger,tstoegi,twitter.com/,twitter.com/tstoegi,https://outbankapp.com/jobs/
,New,OutMatch,,,twitter.com/OutMatchHCM,11-50,Talent Selection People Development,https://outmatch.com/,"Dallas, TX",USA,Greg Moran,,,,
,,Overleaf,,,twitter.com/overleaf,11-50,Google Docs for Science - online collaborative LaTeX editor,https://www.overleaf.com/,London,UK,John Hammersley,,,https://twitter.com/DrHammersley,
Legacy,Old,Overl.ai,overlai,twitter.com/,twitter.com/overlai,11-50,Healthcare workflow automation,https://overl.ai/,"New York, NY",USA,Alex Zoller,alexzoller,twitter.com/,twitter.com/alexzoller,https://angel.co/overlai/jobs
Legacy,Old,owl power,owlp_eu,twitter.com/,twitter.com/owlp_eu,1-10,"WordPress maintenance services, business apps",https://owlpower.eu,Brasov,Romania,Csaba Miklós,csaby_miklos,twitter.com/,twitter.com/csaby_miklos,https://osda.eu/jobs/company/9/
Legacy,Old,Owsy,N/A,twitter.com/,N/A,1-10,CREATING PRODUCTS FOR FINANCIAL SERVICES FIRMS.,http://owsy.com/,"Venice, CA",USA,Cristian Joe (only guy we find),MrCristianjoe,twitter.com/,twitter.com/MrCristianjoe,http://owsy.com/careers/
,New,Pachama,,,N/A,1-10,Trusted forest carbon credits.,https://www.pachama.com,"San Francisco, CA",USA,DIEGO SAEZ GIL,,,,
,New,Pactly,,,twitter.com/pactlyai,1-10,Understand your contracts instantly,https://pactly.ai/,Singapore,Singapore,Ivan Rawtaer,,,,
WWR,Old,PageFreezer Software ,PageFreezer,twitter.com/,twitter.com/PageFreezer,11-50,Website & Social Media Archiving for Compliance & eDiscovery,https://www.pagefreezer.com/aboutus/careers/,"Vancouver, BC",Canada,Michael Riedijk,,,https://twitter.com/mriedijk,https://pagefreezer-software-inc.breezy.hr/
Legacy,Old,Pagely,Pagely,twitter.com/,twitter.com/Pagely,11-50,Help World's Biggest Brands Scale WordPress,https://pagely.com/,"Phoenix, AZ",USA,Joshua Strebel,strebel,twitter.com/,twitter.com/strebel,https://pagely.com/careers/
remoteok,Old,Paktor,GoPaktor,twitter.com/,twitter.com/GoPaktor,11-50,Making Meaningful Connections,www.gopaktor.com,Singapore,Singapore,Jingshen Ng,,,,https://www.techinasia.com/companies/paktor
,New,Palo Alto Insight,,,N/A,1-10,"Machine learning services for manufacturing, ecommerce, and financial services",https://www.paloaltoinsight.com/english/,"San Francisco, CA",USA,Tomoe Ishizumi,,,,
,New,Pandable,,,twitter.com/pandableco,1-10,We make things happen,https://pandable.co/,London,UK,Lucy Kirkness,,,,
,New,Parablesoft,,,N/A,1-10,Software consultancy,http://parablesoft.com/,"Tampa, FL",USA,,,,,
Legacy,Old,ParcelBright,ParcelBright,twitter.com/,twitter.com/ParcelBright,1-10,offers low UK & International parcel delivery rates with an easy booking system,https://www.parcelbright.com/,London,UK,Daniel Lipinski,,,,https://www.parcelbright.com/careers
Legacy,Old,Parse.ly,parsely,twitter.com/,twitter.com/parsely,11-50,partners with digital publishers to provide clear audience insights ,www.parsely.com/,"New York, NY",USA,Sachin Kamdar,SachinKamdar,twitter.com/,twitter.com/SachinKamdar,http://www.parsely.com/jobs/
,,PartnerHero,,,twitter.com/partnerhero,201-500,Global support for your startup.,https://partnerhero.com/,"Boise, ID",USA,Shervin Talieh,,,twitter.com/calitalieh,
Legacy,Old,Particular Software,particularsw,twitter.com/,twitter.com/particularsw,11-50,The Particular Service Platform brings powerful capabilities to your application lifecycle. ,http://particular.net/,Haifa ,Israel,Udi Dahan,UdiDahan,twitter.com/,twitter.com/UdiDahan,http://particular.net/careers
WWR,Old,"Pasilobus, Inc",pasilobushq,twitter.com/,twitter.com/pasilobushq,1-10,We code to make commerce better,https://pasilobus.recruiterbox.com/,,USA,Uğurcan Kaya,,,,https://www.pasilobus.com
,New,Passel,,,twitter.com/passel_io,1-10,Privacy and security tools made easy,https://passel.io/,"New Jersey, NJ",USA,Peter DiPreta,,,,
Legacy,Old,Patients Know Best,patientsco,twitter.com/,twitter.com/patientsco,11-50,Patient-controlled medical records.,https://www.patientsknowbest.com/,Cambridge,UK,Mohammad Al-Ubaydli,idiopathic,twitter.com/,twitter.com/idiopathic,https://www.patientsknowbest.com/careers.html
Legacy,Old,Paylocity ,Paylocity,twitter.com/,twitter.com/Paylocity,1001-5000,Elevate the profession of Payroll and Human Resources,www.paylocity.com/,"Heights, IL",USA,Steven Raymond Beauchamp,,,,http://www.paylocity.com/careers/
Legacy,Old,Paylock,N/A,twitter.com/,N/A,11-50,Offers a suite of parking management services,https://paylock.com/jobs/,"New Jersey, NJ",USA,Cory Marchasin,,,,http://paylock.com/jobs/
,New,Payroll Panda,,,N/A,1-10,Cloud payroll for South-East Asian Businesses,https://www.payrollpanda.my/,Kuala Lumpur,Malaysia,Asim Qureshi,,,,
GitHub Jobs,Old,Peak Games,peakgames/,twitter.com/,twitter.com/peakgames/,201-500,We scale games that host tens of thousands of concurrent users.,https://peak.games/,Istanbul,Turkey,Sidar Sahin,,,https://twitter.com/sidars,https://peak.games/job
remoteok,Old,Peerfit,peerfit,twitter.com/,twitter.com/peerfit,11-50,Redefine Wellness at Work,https://pulse.peerfit.com/hiring/,CA,USA,Ed Buckley,,,https://twitter.com/edbucklll,https://pulse.peerfit.com/hiring/
StackO Jobs,Old,PeopleDoc,peopledoc_inc,twitter.com/,twitter.com/peopledoc_inc,51-200,HR Service Delivery in the Cloud,https://www.people-doc.com/company/careers,Paris,France,Jonathan Benhamou,,,https://twitter.com/johnbenhamou,https://www.people-doc.com/company/careers
Legacy,Old,PeopleG2,peopleG2,twitter.com/,twitter.com/peopleG2,51-200,Risk Management solutions specialized for the Human Capital world,www.peopleg2.com/,"Brea, CA",USA,Chris Dyer,chrisdyer7,twitter.com/,twitter.com/chrisdyer7,http://www.peopleg2.com/about/careers-at-peopleg2/
,Old,Percona,,,twitter.com/Percona,51-200,Open Source Database Software and Services Expertise.,percona.com/about-percona,"Raleigh, NC",USA,Peter Zaitsev,,,twitter.com/PeterZaitsev,
,New,Perfect Keto,,,twitter.com/perfectketones,1-10,"Low carb, high growth",https://perfectketo.com/,"Austin, TX",USA,,,,,
WWR,Old,PersistIQ,persistiq,twitter.com/,twitter.com/persistiq,1-10,The Smart Outbound Sales Platform,https://jobs.lever.co/persistiq,"San Mateo,CA",USA,Pouyan Salehi,,,https://twitter.com/psalehi,https://jobs.lever.co/persistiq
,New,Piggy,,,twitter.com/JoinPiggy,11-50,The easiest way to SAVE!,https://www.joinpiggy.com/,Florida,USA,John Anderson,,,,
Legacy,Old,Pindrop,pindrop,twitter.com/,twitter.com/pindrop,201-500,Voice fraud prevention & authorization.,http://pindrop.com,"Atlanta, GA",USA,Vijay Balasubramaniyan,vijay_voice,twitter.com/,twitter.com/vijay_voice,https://www.pindrop.com/pindrop-careers/
,New,Pinn,,,twitter.com/pinntech,11-50,Develops technologies to solve the most complex digital identity challenges ,http://www.pinn.ai/,"Redwood city, CA",USA,Will Summerlin,,,,
Legacy,Old,Pipedrive,pipedrive,twitter.com/,twitter.com/pipedrive,51-200,Sales pipeline software that gets you organized. ,https://www.pipedrive.com/,"New York, NY",USA,Timo Rein,timorein,twitter.com/,twitter.com/timorein,https://www.pipedrive.com/en/jobs
,New,Pitch,,,twitter.com/pitch,1-10,An open platform for presentations and content collaboration,https://pitch.com/,Berlin,Germany,Christian Reber,,,,
Legacy,Old,Pivotal Labs,pivotallabs,twitter.com/,twitter.com/pivotallabs,1001-5000,Pivotal Labs delivers results in mobile like no one else in their business,pivotal.io/labs,"San Francisco, CA ",USA,Edward Hieatt,edwardhieatt,twitter.com/,twitter.com/edwardhieatt,http://pivotal.io/careers
Legacy,Old,Pixel2HTML,pixel2html,twitter.com/,twitter.com/pixel2html,11-50,Front-End Development Company,https://pixel2html.com,Buenos Aires,Argentina,Diego Alejandro Peralta,,,,http://pixel2html.com/jobs.html
,New,PixelHaus Media,,,twitter.com/pixelhausmedia,1-10,Advertising and growth agency helping brands achieve sky-high ROI.,www.pixelhaus.media,Amsterdam,The Netherlands,Mirella Crespi,,,twitter.com/mirellacrespi,
,New,Pixels for Humans,,,twitter.com/pixelsforhumans,11-50,Work with SaaS startups to create intentional businesses that care,https://measured.pixelsforhumans.com/,"Boston, MA",USA,,,,,
Legacy,Old,Planet OS,planet_os,twitter.com/,twitter.com/planet_os,11-50,Designed to streamline complex data workflows,https://planetos.com,"Sunnyvale, CA",USA,Rainer Sternfeld,rsternfeld,twitter.com/,twitter.com/rsternfeld,https://planetos.com/jobs/
Legacy,Old,Platform.sh,platformsh,twitter.com/,twitter.com/platformsh,11-50,CONTINUOUS DEPLOYMENT CLOUD HOSTING,https://platform.sh/,Paris,France,Fred Plais,fredplais,twitter.com/,twitter.com/fredplais,https://platform.sh/company/jobs/
Legacy,Old,Plex,plex,twitter.com/,twitter.com/plex,51-200,Your media on all your devices,https://www.plex.tv/,Stans,Switzerland, Keith Valory,jason_blessing,twitter.com/,twitter.com/kvalory,https://www.plex.tv/about/careers/
,New,Pond5,,,twitter.com/pond5,51-200,Help filmmakers fulfill their creative vision.,http://www.pond5.com/,"New York, NY",USA,Jason T. Teichman,,,,
Legacy,Old,Postlight,postlightstudio,twitter.com/,twitter.com/postlightstudio,11-50,Builds and designs apps for web and mobile.,https://postlight.com/?,"New York, NY",USA,Paul Ford,ftrain,twitter.com/,twitter.com/ftrain,https://postlight.recruiterbox.com/
,,Podia,,,twitter.com/podia,1-10,"Sell memberships, online courses, and digital downloads to your audience",podia.com,"New York, NY",USA,Spencer Fry,,,twitter.com/spencerfry,
,New,Postmark,,,twitter.com/postmarkapp,1-10,"Delivers your transactional email to customers on time, every time.",https://postmarkapp.com/,"Philadelphia, PA",USA,,,,,
,New,Power Diary,,,twitter.com/MyPowerDiary,1-10,Provide health practitioners with the ultimate Practice Management Software,https://www.powerdiary.com/,"Ballarat Central, Victoria",Australia,Damien Adler,,,,
Legacy,Old,Precision Nutrition,insidePN,twitter.com/,twitter.com/insidePN,51-200,Online nutrition and fitness coaching,http://www.precisionnutrition.com/,Toronto ,Canada,Phil Caravaggio,philcaravaggio,twitter.com/,twitter.com/philcaravaggio,http://www.precisionnutrition.com/careers
WWR,Old,Pressable,pressable,twitter.com/,twitter.com/pressable,1-10,Where WordPress Works Best,pressable.com,"San Antonio, TX",USA,Jeff Mulholland,,,https://twitter.com/jeffmulholland,https://pressable.com/careers/
Lukasz,Old,PreviousNext,previousnext,twitter.com/,twitter.com/previousnext,1-10,Australian based Drupal agency.,https://www.previousnext.com.au/about/careers,Sydney,Australia,,,,,https://www.previousnext.com.au/about/careers
StackO Jobs,Old,Prezly,Prezly,twitter.com/,twitter.com/Prezly,1-10,Connect your content with your influencers.,https://www.prezly.com/careers,,Belgium,Gijs Nelissen,,,https://twitter.com/digitalbase,https://www.prezly.com/careers
,New,Proactive Digital Insights,,,twitter.com/ProactiveDI,1-10,Augment and amplify the impact of Home Instead Senior Care,https://www.proactivedigitalinsights.com/,"Omaha, NE",USA,Tom T. Shen,,,,
Legacy,Old,Product Hunt,ProductHunt,twitter.com/,twitter.com/ProductHunt,11-50,"A curation of the best new products, every day",http://producthunt.com/,"San Francisco, CA",USA,Ryan Hoover,rrhoover,twitter.com/,twitter.com/rrhoover,https://www.producthunt.com/jobs
WWR,Old,Productive Power,N/A,twitter.com/,N/A,1-10,Help professionals master their digital lives so they can achieve their greatest potential.,http://productivepower.applytojob.com/,"Miami, FL",USA, Brett Spodak,,,https://twitter.com/BSpodak,http://productivepower.applytojob.com
remoteok,Old,Proemion,Proemion,twitter.com/,twitter.com/Proemion,51-200,Telematics Solutions for industrial applications,https://career.proemion.com/en/jobs.html,,Germany,Robert Michaelides,,,,https://www.proemion.com/
,New,ProFinda,,,twitter.com/profinda,1-10,"Maps the skills, knowledge and expertise available across an organisation's talent",https://www.profinda.com/,London,UK,Roger Gorman,,,,
Legacy,Old,Protocol Labs,protocollabs,twitter.com/,twitter.com/protocollabs,11-50,Develops IPFS and Filecoin.,http://ipn.io/,"Palo Alto, CA",USA,Juan Benet,juanbenet,twitter.com/,twitter.com/juanbenet,https://angel.co/protocol-labs/jobs
,New,PSPDFKit,,,twitter.com/PSPDFKit,11-50,The Best Way to Handle PDF Documents on any platform.,https://pspdfkit.com/,Vienna,Austria,Peter Steinberger,,,,
,New,Punchpass,,,twitter.com/Punchpass,1-10,Help small fitness studios manage their customers,https://punchpass.com/,Vermont,USA,Chris Patton,,,,
Legacy,Old,Puppet Labs,puppetize,twitter.com/,twitter.com/puppetize,201-500,Puppet Labs is an information technology automation software company,https://puppet.com/,"Portland, OR",USA,Sanjay Mirchandani,mirchi111,twitter.com/,twitter.com/mirchi111,https://puppet.com/company/careers
,Old,Purepoint,,,N/A,1-10,Innovative software that solves big business problems,https://purepoint.io/,London,UK,Freddie Smith,,,,
Legacy,Old,Purple Voice,purplevoiceltd,twitter.com/,twitter.com/purplevoiceltd,1-10,Mobile application development,https://www.purplevoice-web.design,Bangkok,Thailand,Raphael TANT,,,,https://www.purplevoice-web.design/jobs.html
,New,Qikker Online,,,twitter.com/QikkerOnline,1-10,Qikker Online is a fast-growing digital agency,https://www.qikkeronline.nl/,Amsterdam,The Netherlands,Michiel Willekens ,,,,
Legacy,Old,Quantum Mob,quantummob,twitter.com/,twitter.com/quantummob,1-10,Software Consulting,http://www.quantummob.com/,Toronto,Canada,Erich Reich,ReichErich,twitter.com/,twitter.com/ReichErich,http://www.quantummob.com/careers/
WWR,Old,Quartzy,Quartzy,twitter.com/,twitter.com/Quartzy,11-50,Helping scientists discover the future,https://www.quartzy.com/about,"Palo Alto, CA",USA,Jayant Kulkarni,,,https://twitter.com/jkulki,https://www.quartzy.com/careers
WWR,Old,Rackspace,Rackspace,twitter.com/,twitter.com/Rackspace,1001-5000,Public Cloud Infrastructure ,https://rackspace.jobs/remote/none/usa/jobs/software-development/new-jobs/,"San Antonio, TX",USA,Joe Eazor,,,https://twitter.com/joe_eazor,https://rackspace.jobs/
remoteok,Old,railroad19,N/A,twitter.com/,N/A,11-50,Custom Software And Cloud Platform Needs.,https://www.railroad19.com/#careers,"Saratoga Springs, NY",USA,John Luttmer,,,,https://www.railroad19.com/#careers
Legacy,Old,Railsformers,railsformers,twitter.com/,twitter.com/railsformers,11-50,We have been programming with Ruby on Rails,https://railsformers.com/,Ostrava,Czech Republic,Jiri Kubica,jirikubica,twitter.com/,twitter.com/jirikubica,https://angel.co/railsformers
Legacy,Old,RainforestQA,rainforestqa,twitter.com/,twitter.com/rainforestqa,11-50,Quality Assurance as a Service,https://www.rainforestqa.com/,"San Francisco, CA",USA,Fred Stevens-Smith,fredsters_s,twitter.com/,twitter.com/fredsters_s,https://www.rainforestqa.com/jobs/
,Old,Raising the floor,,,twitter.com/RaisingTheFloor,11-50,Evolving the GPII to make IT access simpler and more affordable for everyone,https://raisingthefloor.org/,,,,,,,
Legacy,Old,RaRe Technologies,raretechteam,twitter.com/,twitter.com/raretechteam,1-10,Where cutting edge data science meets robust engineering.,https://rare-technologies.com/,,Czech Republic,Radim Řehůřek,RadimRehurek,twitter.com/,twitter.com/RadimRehurek,https://rare-technologies.com/careers/
Lukasz,Old,Reaction Commerce,getreaction,twitter.com/,twitter.com/getreaction,11-50,"Open source ecommerce platform. Node.js, MongoDB, Kubernetes, Docker.",https://reactioncommerce.com/about,"Los Angeles, CA",USA,Sara Hicks,,,https://twitter.com/saralouhicks,https://reactioncommerce.com/
Lukasz,Old,Real HQ,realhq,twitter.com/,twitter.com/realhq,51-200,Maker of Agent Pronto,https://realhq.com/jobs/,"Austin, TX",USA,Dave Peters,,,,https://realhq.com/jobs/
Legacy,Old,Receiptful,receiptful,twitter.com/,twitter.com/receiptful,11-50,Receiptful is an API that enables its users to send beautiful emails,https://receiptful.com/,London,UK,Adii Pienaar,adii,twitter.com/,twitter.com/adii,https://angel.co/receiptful
